scenario_set,sheet,Scenario,Power Station Name,Grouping,Carrier,Unit size (MW),Number units,Capacity (MW),Commissioning Date,Decommissioning Date,Heat Rate (GJ/MWh),CO2 Emissions (kgCO2/MWh),Fuel Price (R/GJ),Max Ramp Up (%/h),Max Ramp Down (%/h),Max Ramp Start Up (%/h),Max Ramp Shut Down (%/h),Min Stable Level (%),Min Up Time (h),Min Down Time (h),Variable O&M Cost (R/MWh),Fixed O&M Cost (R/kW/yr),Unit Start Up Cost (R),Start Up Cost (R),Shut Down Cost (R),GPS Latitude,GPS Longitude,Model Key,PV Mounting,PV DC-AC Ratio,Wind Hub Height,CSP Storage Hours,Round Trip Efficiency (%),Max Storage (GWh),Max Storage (hours),scenario,station_name,grouping,carrier,dispatch_committable,unit_size (MW),number_units,capacity (MW),commissioning_date,decommissioning_date,avg_heat_rate (GJ/MWh),marginal_heat_rate (GJ/MWh),no_load_heat_rate (GJ/h),co2_emissions_input (kgCO2/GJ),co2_emissions_output (kgCO2/MWh),fuel_price (R/GJ),max_ramp_up (%/h),max_ramp_down (%/h),max_ramp_start_up (%/h),max_ramp_shut_down (%/h),min_stable_level (%),min_up_time (h),min_down_time (h),variable_om_cost (R/MWh),fixed_om_cost (R/kW/yr),unit_start_cost (R),start_up_cost (R),shut_down_cost (R),gps_lat,gps_lon,comments,model_key,pv_mounting,pv_dc_ac_ratio,wind_hub_height,csp_storage_hours,round_trip_efficiency (%),storage_energy (GWh),storage_hours,commissioning_year,decommissioning_year,included_2023
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASE_COALFLEX,Scatec2,RMIPPP,rmippp,False,50.0,1.0,50.0,2024,2045,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2255.7033092783504,0.0,0.0,0.0,0.0,-29.4112838805742,21.0847327324929,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASE_COALFLEX,Scatec3,RMIPPP,rmippp,False,50.0,1.0,50.0,2024,2045,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2255.6434639175254,0.0,0.0,0.0,0.0,-29.4112838805742,21.0847327324929,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASE_COALFLEX,Umoyilanga,RMIPPP,rmippp,False,75.0,1.0,75.0,2025,2045,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2079.941768990635,0.0,0.0,0.0,0.0,-28.4519839474036,21.2331531845134,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASE_COALFLEX,Avon,IPP,ocgt_diesel,False,167.5,4.0,670.0,pre,2046,11.519,11.519,0.0,variable_diesel,variable_diesel,variable_diesel,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.962457337883962,223.21843003413008,0.0,0.0,0.0,-29.251,31.0941,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASE_COALFLEX,Dedisa,IPP,ocgt_diesel,False,167.5,2.0,335.0,pre,2046,11.519,11.519,0.0,variable_diesel,variable_diesel,variable_diesel,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.962457337883962,223.21843003413008,0.0,0.0,0.0,-33.4433,25.4022,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASE_COALFLEX,Secunda_coal,Sasol,sasol_coal,False,42.86,14.0,600.04,pre,2035,14.03125,14.03125,0.0,96,1347,16,1.0,1.0,1.0,1.0,0.65,0.0,0.0,93.77815699658699,1275.0659385665535,10000.0,70000.0,70000.0,-26.5036,29.1803,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASE_COALFLEX,Sasolburg_coal,Sasol,sasol_coal,False,,,128.0,pre,2035,14.03125,14.03125,0.0,96,1347,16,1.0,1.0,1.0,1.0,0.65,0.0,0.0,93.77815699658699,1275.0659385665535,10000.0,70000.0,70000.0,-26.5036,29.1803,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASE_COALFLEX,Sasol_ice,Sasol,sasol_gas,False,9.7,18.0,174.6,pre,2039,9.6,9.6,0.0,69,662.4,245,1.0,1.0,1.0,1.0,0.0,0.0,0.0,93.77815699658699,0.0,0.0,0.0,0.0,-26.8102,27.8277,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASE_COALFLEX,Sasol_ocgt,Sasol,sasol_gas,False,50.0,5.0,250.0,pre,2039,9.6,9.6,0.0,69,662.4,245,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.962457337883962,0.0,0.0,0.0,0.0,-26.8102,27.8277,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Arnot,eskom,coal,True,350.0,1.0,2100.0,pre,2030,13.541666666666666,13.579827033330092,0.0,95.73023255813955,1300,med_group,0.345,0.345,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1248.0393378839624,1000000.0,500000.0,500000.0,-25.94444,29.79166,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Camden,eskom,coal,True,190.0,1.0,1481.0,pre,2030,14.375,14.28645375019411,0.0,96.595,1380,high_group,0.178378378378378,0.178378378378378,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1674.031238907855,1000000.0,500000.0,500000.0,-26.62007,30.09113,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Duvha,eskom,coal,True,575.0,1.0,2875.0,pre,2034,11.666666666666666,11.629779406545403,0.0,96.30449218749999,1120,low_group,0.4,0.4,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1195.4152627986327,1000000.0,500000.0,500000.0,-25.95954,29.34094,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Grootvlei,eskom,coal,True,190.0,1.0,570.0,pre,2030,15.0,14.929384307418877,0.0,96.45407810182896,1440,high_group,0.167,0.167,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1247.9997133105821,1000000.0,500000.0,500000.0,-26.76955,28.49951,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Hendrina,eskom,coal,True,190.0,1.0,1098.0,pre,2030,14.375,14.405770042029278,0.0,95.79494855004678,1380,med_group,0.333,0.333,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1248.0049965870353,1000000.0,500000.0,500000.0,-26.03138,29.60138,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Kelvin,IPP,coal,True,80.0,2.0,160.0,pre,2030,14.322916666666666,14.322916666666666,0.0,96,1375,high_group,0.375,0.375,0.65,0.65,0.65,24.0,8.0,105.66552901023884,1275.0659385665535,1000000.0,1000000.0,1000000.0,-26.115776,28.1138,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Kendal,eskom,coal,True,640.0,1.0,3840.0,pre,2045,12.291666666666666,12.088367751048274,0.0,97.61450216450217,1180,med_group,0.167,0.167,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1187.486385665532,1000000.0,500000.0,500000.0,-26.08805,28.96888,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Kriel,eskom,coal,True,405.0,1.0,2640.0,pre,2031,12.8125,12.733578342564314,0.0,96.595,1230,high_group,0.454736842105263,0.454736842105263,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1184.3203822525602,1000000.0,500000.0,500000.0,-26.25404,29.18008,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Kusile,eskom,coal,True,720.0,1.0,4320.0,pre,2060,10.416666666666666,10.166143836412223,0.0,98.36571428571429,1000,high_group,0.6,0.6,0.65,0.65,0.65,24.0,8.0,129.44027303754237,1236.9497406143319,1000000.0,500000.0,500000.0,-25.92007,28.924942,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Lethabo,eskom,coal,True,593.0,1.0,3558.0,pre,2042,11.25,10.674104060329537,0.0,101.17945205479452,1080,low_group,0.596964586846543,0.596964586846543,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1184.3203822525602,1000000.0,500000.0,500000.0,-26.74027,27.975,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Majuba,eskom,coal,True,663.0,1.0,3807.0,pre,2051,13.020833333333334,13.111443262438081,0.0,95.33656783468105,1250,med_group,0.167,0.166939443535188,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1184.3203822525602,1000000.0,500000.0,500000.0,-27.09555,29.77055,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Matimba,eskom,coal,True,615.0,1.0,3690.0,pre,2043,10.3125,10.281155015197568,0.0,96.29268292682927,990,low_group,0.286,0.286,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1187.5141228668956,1000000.0,500000.0,500000.0,-23.66777,27.61277,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Matla,eskom,coal,True,575.0,1.0,3450.0,pre,2035,12.395833333333334,12.246292600494787,0.0,97.17226582940869,1190,high_group,0.250434782608696,0.250434782608696,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1184.3203822525602,1000000.0,500000.0,500000.0,-26.28036,29.14229,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Medupi,eskom,coal,True,720.0,1.0,4320.0,pre,2060,9.583333333333334,9.49942577783397,0.0,96.84795918367347,920,low_group,0.597510373443983,0.597510373443983,0.65,0.65,0.65,24.0,8.0,129.44027303754237,1275.0593344709905,1000000.0,500000.0,500000.0,-23.42,27.33,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Tutuka,eskom,coal,True,585.0,1.0,3510.0,pre,2041,12.8125,12.83555322352333,0.0,95.82757973733584,1230,high_group,0.333,0.333,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1184.3203822525602,1000000.0,500000.0,500000.0,-26.77565,29.35212,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Koeberg,eskom,nuclear,False,927.0,2.0,1854.0,pre,2047,11.111,11.111,0.0,0,0,18,0.1,0.1,0.65,0.65,0.5,240.0,240.0,59.43686006825943,1567.812286689421,1000000.0,1000000.0,1000000.0,-33.67359354,18.428247,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Ankerlig,eskom,ocgt_diesel,False,148.0,9.0,1327.0,pre,2039,11.519,11.519,0.0,variable_diesel,variable_diesel,variable_diesel,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.962457337883962,258.88054607508576,0.0,0.0,0.0,-33.592,18.4607,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Gourikwa,eskom,ocgt_diesel,False,148.0,5.0,740.0,pre,2038,11.519,11.519,0.0,variable_diesel,variable_diesel,variable_diesel,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.962457337883962,258.88054607508576,0.0,0.0,0.0,-34.16526,21.96077,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Acacia,eskom,ocgt_diesel,False,57.0,3.0,171.0,pre,2026,11.519,11.519,0.0,variable_diesel,variable_diesel,variable_diesel,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.962457337883962,258.88054607508576,0.0,0.0,0.0,-33.88408,18.53361,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,PortRex,eskom,ocgt_diesel,False,57.0,3.0,171.0,pre,2026,11.519,11.519,0.0,variable_diesel,variable_diesel,variable_diesel,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.962457337883962,258.88054607508576,0.0,0.0,0.0,-33.02739,27.88382,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Gariep,eskom,hydro,False,90.0,4.0,360.0,pre,post,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,462.28668941979527,0.0,0.0,0.0,0.0,-30.62396,25.50403,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Vanderkloof,eskom,hydro,False,120.0,2.0,240.0,pre,post,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,462.28668941979527,0.0,0.0,0.0,0.0,-29.99337,24.73384,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,MuliloTotalHydra,RMIPPP,rmippp,False,75.0,1.0,75.0,2025,2045,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1831.4684391259107,0.0,0.0,0.0,0.0,-30.6757,24.0676,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Oya,RMIPPP,rmippp,False,128.0,1.0,128.0,2025,2045,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1872.9914047866805,0.0,0.0,0.0,0.0,-32.8489,20.3236,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Scatec1,RMIPPP,rmippp,False,50.0,1.0,50.0,2024,2045,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2255.7392164948456,0.0,0.0,0.0,0.0,-29.4112838805742,21.0847327324929,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Scatec2,RMIPPP,rmippp,False,50.0,1.0,50.0,2024,2045,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2255.7033092783504,0.0,0.0,0.0,0.0,-29.4112838805742,21.0847327324929,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Scatec3,RMIPPP,rmippp,False,50.0,1.0,50.0,2024,2045,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2255.6434639175254,0.0,0.0,0.0,0.0,-29.4112838805742,21.0847327324929,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Umoyilanga,RMIPPP,rmippp,False,75.0,1.0,75.0,2025,2045,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2079.941768990635,0.0,0.0,0.0,0.0,-28.4519839474036,21.2331531845134,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Avon,IPP,ocgt_diesel,False,167.5,4.0,670.0,pre,2046,11.519,11.519,0.0,variable_diesel,variable_diesel,variable_diesel,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.962457337883962,223.21843003413008,0.0,0.0,0.0,-29.251,31.0941,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Dedisa,IPP,ocgt_diesel,False,167.5,2.0,335.0,pre,2046,11.519,11.519,0.0,variable_diesel,variable_diesel,variable_diesel,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.962457337883962,223.21843003413008,0.0,0.0,0.0,-33.4433,25.4022,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Secunda_coal,Sasol,sasol_coal,False,42.86,14.0,600.04,pre,2035,14.03125,14.03125,0.0,96,1347,16,1.0,1.0,1.0,1.0,0.65,0.0,0.0,93.77815699658699,1275.0659385665535,10000.0,70000.0,70000.0,-26.5036,29.1803,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Sasolburg_coal,Sasol,sasol_coal,False,,,128.0,pre,2035,14.03125,14.03125,0.0,96,1347,16,1.0,1.0,1.0,1.0,0.65,0.0,0.0,93.77815699658699,1275.0659385665535,10000.0,70000.0,70000.0,-26.5036,29.1803,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Sasol_ice,Sasol,sasol_gas,False,9.7,18.0,174.6,pre,2039,9.6,9.6,0.0,69,662.4,245,1.0,1.0,1.0,1.0,0.0,0.0,0.0,93.77815699658699,0.0,0.0,0.0,0.0,-26.8102,27.8277,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG_AEL,Sasol_ocgt,Sasol,sasol_gas,False,50.0,5.0,250.0,pre,2039,9.6,9.6,0.0,69,662.4,245,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.962457337883962,0.0,0.0,0.0,0.0,-26.8102,27.8277,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,Arnot,eskom,coal,True,350.0,1.0,2100.0,pre,2030,13.541666666666666,10.887304,2397.230733,95.73023255813955,1300,med_group,0.345,0.345,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1248.0393378839624,1000000.0,500000.0,500000.0,-25.94444,29.79166,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,Camden,eskom,coal,True,190.0,1.0,1481.0,pre,2030,14.375,11.677471,1813.318386,96.595,1380,high_group,0.178378378378378,0.178378378378378,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1674.031238907855,1000000.0,500000.0,500000.0,-26.62007,30.09113,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,Duvha,eskom,coal,True,575.0,1.0,2875.0,pre,2034,11.666666666666666,10.405217,3136.600376,96.30449218749999,1120,low_group,0.4,0.4,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1195.4152627986327,1000000.0,500000.0,500000.0,-25.95954,29.34094,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,Grootvlei,eskom,coal,True,190.0,1.0,570.0,pre,2030,15.0,10.628897,609.189355,96.45407810182896,1440,high_group,0.167,0.167,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1247.9997133105821,1000000.0,500000.0,500000.0,-26.76955,28.49951,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,Hendrina,eskom,coal,True,190.0,1.0,1098.0,pre,2030,14.375,10.67363,1228.809867,95.79494855004678,1380,med_group,0.333,0.333,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1248.0049965870353,1000000.0,500000.0,500000.0,-26.03138,29.60138,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,Kelvin,IPP,coal,True,80.0,2.0,160.0,pre,2030,14.322916666666666,14.322916666666666,0.0,96,1375,high_group,0.375,0.375,0.65,0.65,0.65,24.0,8.0,105.66552901023884,1275.0659385665535,1000000.0,1000000.0,1000000.0,-26.115776,28.1138,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,Kendal,eskom,coal,True,640.0,1.0,3840.0,pre,2045,12.291666666666666,9.888943,3818.302906,97.61450216450217,1180,med_group,0.167,0.167,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1187.486385665532,1000000.0,500000.0,500000.0,-26.08805,28.96888,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,Kriel,eskom,coal,True,405.0,1.0,2640.0,pre,2031,12.8125,10.021121,2660.170734,96.595,1230,high_group,0.454736842105263,0.454736842105263,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1184.3203822525602,1000000.0,500000.0,500000.0,-26.25404,29.18008,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,Kusile,eskom,coal,True,720.0,1.0,4320.0,pre,2060,10.416666666666666,8.724166,3951.644533,98.36571428571429,1000,high_group,0.6,0.6,0.65,0.65,0.65,24.0,8.0,129.44027303754237,1236.9497406143319,1000000.0,500000.0,500000.0,-25.92007,28.924942,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,Lethabo,eskom,coal,True,593.0,1.0,3558.0,pre,2042,11.25,10.033523,3743.08413,101.17945205479452,1080,low_group,0.596964586846543,0.596964586846543,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1184.3203822525602,1000000.0,500000.0,500000.0,-26.74027,27.975,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,Majuba,eskom,coal,True,663.0,1.0,3807.0,pre,2051,13.020833333333334,9.867115,3938.612496,95.33656783468105,1250,med_group,0.167,0.166939443535188,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1184.3203822525602,1000000.0,500000.0,500000.0,-27.09555,29.77055,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,Matimba,eskom,coal,True,615.0,1.0,3690.0,pre,2043,10.3125,8.868215,3290.423891,96.29268292682927,990,low_group,0.286,0.286,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1187.5141228668956,1000000.0,500000.0,500000.0,-23.66777,27.61277,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,Matla,eskom,coal,True,575.0,1.0,3450.0,pre,2035,12.395833333333334,9.889218,3577.266029,97.17226582940869,1190,high_group,0.250434782608696,0.250434782608696,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1184.3203822525602,1000000.0,500000.0,500000.0,-26.28036,29.14229,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,Medupi,eskom,coal,True,720.0,1.0,4320.0,pre,2060,9.583333333333334,7.517828,3405.229064,96.84795918367347,920,low_group,0.597510373443983,0.597510373443983,0.65,0.65,0.65,24.0,8.0,129.44027303754237,1275.0593344709905,1000000.0,500000.0,500000.0,-23.42,27.33,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,Tutuka,eskom,coal,True,585.0,1.0,3510.0,pre,2041,12.8125,10.41534,3833.105584,95.82757973733584,1230,high_group,0.333,0.333,0.65,0.65,0.65,24.0,8.0,93.77815699658699,1184.3203822525602,1000000.0,500000.0,500000.0,-26.77565,29.35212,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,Koeberg,eskom,nuclear,False,927.0,2.0,1854.0,pre,2047,11.111,11.111,0.0,0,0,18,0.1,0.1,0.65,0.65,0.5,240.0,240.0,59.43686006825943,1567.812286689421,1000000.0,1000000.0,1000000.0,-33.67359354,18.428247,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,Ankerlig,eskom,ocgt_diesel,False,148.0,9.0,1327.0,pre,2039,11.519,11.519,0.0,variable_diesel,variable_diesel,variable_diesel,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.962457337883962,258.88054607508576,0.0,0.0,0.0,-33.592,18.4607,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,Gourikwa,eskom,ocgt_diesel,False,148.0,5.0,740.0,pre,2038,11.519,11.519,0.0,variable_diesel,variable_diesel,variable_diesel,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.962457337883962,258.88054607508576,0.0,0.0,0.0,-34.16526,21.96077,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,Acacia,eskom,ocgt_diesel,False,57.0,3.0,171.0,pre,2026,11.519,11.519,0.0,variable_diesel,variable_diesel,variable_diesel,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.962457337883962,258.88054607508576,0.0,0.0,0.0,-33.88408,18.53361,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,PortRex,eskom,ocgt_diesel,False,57.0,3.0,171.0,pre,2026,11.519,11.519,0.0,variable_diesel,variable_diesel,variable_diesel,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.962457337883962,258.88054607508576,0.0,0.0,0.0,-33.02739,27.88382,,,,,,,,,,,,False
Coal_Flexibilisation,conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_HR,Gariep,eskom,hydro,False,90.0,4.0,360.0,pre,post,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,462.28668941979527,0.0,0.0,0.0,0.0,-30.62396,25.50403,,,,,,,,,,,,False
