Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,DateIn,DateRetrofit,DateOut,lat,lon,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,EIC,projectID,raw_project_ids,source_count,source_flags
Langeberg Local Municipality Cape Winelands District Municipality Solar,Solar,PV,PP,South Africa,1.0,,,,,-33.9675,19.6159,,,,,{nan},{'GSPT': {'G100001024014'}},{'GSPT': {'G100001024014'}},1,ppm
Lekwa Teemane Local Municipality Dr Ruth Segomotsi Mompati District Municipality Solar,Solar,PV,PP,South Africa,1.2,,2021.0,,,-27.6638,25.6047,,,,,{nan},{'GSPT': {'G100001023959'}},{'GSPT': {'G100001023959'}},1,ppm
Lesedi Local Municipality Sedibeng District Municipality Solar,Solar,PV,PP,South Africa,1.8,,2018.0,,,-26.4935,28.3716,,,,,{nan},{'GSPT': {'G100001023999'}},{'GSPT': {'G100001023999'}},1,ppm
Loeriesfonstein Solar Farm,Solar,PV,PP,South Africa,86.0,,2023.0,,,-30.5012,19.5705,,,,,{nan},{'GSPT': {'G100000800242'}},{'GSPT': {'G100000800242'}},1,ppm
Madibeng Local Municipality Bojanala Platinum District Municipality Solar,Solar,PV,PP,South Africa,1.8,,2022.0,,,-25.6502,27.8023,,,,,{nan},{'GSPT': {'G100001023990'}},{'GSPT': {'G100001023990'}},1,ppm
Mafube Local Municipality Fezile Dabi District Municipality Solar,Solar,PV,PP,South Africa,3.6,,2021.0,,,-27.2823,28.4816,,,,,{nan},{'GSPT': {'G100001023971'}},{'GSPT': {'G100001023971'}},1,ppm
Magareng Local Municipality Frances Baard District Municipality Solar,Solar,PV,PP,South Africa,2.1,,2017.0,,,-28.0985,25.0093,,,,,{nan},{'GSPT': {'G100001023987'}},{'GSPT': {'G100001023987'}},1,ppm
Makhado Local Municipality Vhembe District Municipality Solar,Solar,PV,PP,South Africa,1.2,,2020.0,,,-23.129,29.5036,,,,,{nan},{'GSPT': {'G100001023984'}},{'GSPT': {'G100001023984'}},1,ppm
Matjhabeng Local Municipality Lejweleputswa District Municipality Solar,Solar,PV,PP,South Africa,10.3,,2022.0,,,-27.8685,26.7039,,,,,{nan},{'GSPT': {'G100001023979'}},{'GSPT': {'G100001023979'}},1,ppm
Mbombela Ehlanzeni District Municipality Solar,Solar,PV,PP,South Africa,1.1,,2018.0,,,-24.9978,31.5896,,,,,{nan},{'GSPT': {'G100001023962'}},{'GSPT': {'G100001023962'}},1,ppm
Merak Solar,Solar,PV,PP,South Africa,266.0,,2024.0,,,-26.0497,26.115850000000002,,,,,"{nan, nan}","{'GSPT': {'G100000814226', 'G100000814225'}}","{'GSPT': {'G100000814226', 'G100000814225'}}",1,ppm
Midvaal Local Municipality Sedibeng District Municipality Solar,Solar,PV,PP,South Africa,1.3,,2023.0,,,-26.5081,28.0611,,,,,{nan},{'GSPT': {'G100001023975'}},{'GSPT': {'G100001023975'}},1,ppm
Msukaligwa Gert Sibande Solar,Solar,PV,PP,South Africa,1.3,,2022.0,,,-26.2372,30.4432,,,,,{nan},{'GSPT': {'G100001023986'}},{'GSPT': {'G100001023986'}},1,ppm
Mulilo Total Hydra Solar Farm,Solar,PV,PP,South Africa,216.0,,2025.0,,,-30.6781,24.0671,,,,,{nan},{'GSPT': {'G100000814214'}},{'GSPT': {'G100000814214'}},1,ppm
Mutale Local Municipality Vhembe District Municipality Solar,Solar,PV,PP,South Africa,1.2,,2017.0,,,-22.5078,30.9519,,,,,{nan},{'GSPT': {'G100001023960'}},{'GSPT': {'G100001023960'}},1,ppm
Nieuwehoop Solar Pv Facility,Solar,PV,PP,South Africa,180.0,,,,,-29.1208,21.385,,,,,{nan},{'GSPT': {'G100000814215'}},{'GSPT': {'G100000814215'}},1,ppm
Polokwane Capricorn District Municipality Solar,Solar,PV,PP,South Africa,1.2,,2019.0,,,-23.874,29.5095,,,,,{nan},{'GSPT': {'G100001024008'}},{'GSPT': {'G100001024008'}},1,ppm
Polokwane Local Municipality Capricorn District Municipality Solar,Solar,PV,PP,South Africa,1.4,,2020.0,,,-23.7512,29.4189,,,,,{nan},{'GSPT': {'G100001023969'}},{'GSPT': {'G100001023969'}},1,ppm
Pretoria City Of Tshwane Metropolitan Municipality Solar,Solar,PV,PP,South Africa,1.3,,2017.0,,,-25.7419,28.2791,,,,,{nan},{'GSPT': {'G100001023970'}},{'GSPT': {'G100001023970'}},1,ppm
Redstone Csp Solar,Solar,CSP,PP,South Africa,100.0,,2024.0,,,-28.2982,23.3669,,,,,{nan},{'GSPT': {'G100000800324'}},{'GSPT': {'G100000800324'}},1,ppm
Reisa Solar Farm,Solar,PV,PP,South Africa,75.0,,2014.0,,,-27.5975,22.9095,,,,,{nan},{'GSPT': {'G100000800325'}},{'GSPT': {'G100000800325'}},1,ppm
Roodepoort City Of Johannesburg Metropolitan Municipality Solar,Solar,PV,PP,South Africa,4.8,,2017.0,,,-26.13315,27.88345,,,,,"{nan, nan}","{'GSPT': {'G100001024004', 'G100001024005'}}","{'GSPT': {'G100001024004', 'G100001024005'}}",1,ppm
Rustenburg Platinum Mine Solar Farm,Solar,PV,PP,South Africa,65.0,,2025.0,,,-25.6849,27.4626,,,,,{nan},{'GSPT': {'G100000814221'}},{'GSPT': {'G100000814221'}},1,ppm
Rustenburg Platinum Mine Solar Farm,Solar,PV,PP,South Africa,30.0,,2025.0,,,-25.6802,27.5188,,,,,{nan},{'GSPT': {'G100000814222'}},{'GSPT': {'G100000814222'}},1,ppm
Rustenburg Platinum Mine Solar Farm,Solar,PV,PP,South Africa,80.0,,2025.0,,,-25.6789,27.3085,,,,,{nan},{'GSPT': {'G100000814220'}},{'GSPT': {'G100000814220'}},1,ppm
Sandton City Of Johannesburg Metropolitan Municipality Solar,Solar,PV,PP,South Africa,1.7,,2017.0,,,-26.1061,28.1349,,,,,{nan},{'GSPT': {'G100001023941'}},{'GSPT': {'G100001023941'}},1,ppm
Sasolburg Solar,Solar,PV,PP,South Africa,10.0,,2023.0,,,-26.8115,27.8418,,,,,{nan},{'GSPT': {'G100000831290'}},{'GSPT': {'G100000831290'}},1,ppm
Siyathemba Local Municipality Pixley Ka Seme District Municipality Solar,Solar,PV,PP,South Africa,1.9,,2017.0,,,-29.6619,22.8337,,,,,{nan},{'GSPT': {'G100001023934'}},{'GSPT': {'G100001023934'}},1,ppm
Siyathemba Local Municipality Pixley Ka Seme District Municipality Solar,Solar,PV,PP,South Africa,1.4,,2017.0,,,-29.549,22.9178,,,,,{nan},{'GSPT': {'G100001023956'}},{'GSPT': {'G100001023956'}},1,ppm
Sol Plaatje Local Municipality Frances Baard District Municipality Solar,Solar,PV,PP,South Africa,1.1,,2020.0,,,-28.9918,24.4768,,,,,{nan},{'GSPT': {'G100001023955'}},{'GSPT': {'G100001023955'}},1,ppm
South Deep Mine Solar Farm,Solar,PV,PP,South Africa,50.0,,2022.0,,,-26.4083,27.6646,,,,,{nan},{'GSPT': {'G100000800380'}},{'GSPT': {'G100000800380'}},1,ppm
Springbok Solar Farm South Africa,Solar,PV,PP,South Africa,150.0,,,,,-28.2003,26.8097,,,,,{nan},{'GSPT': {'G100001028016'}},{'GSPT': {'G100001028016'}},1,ppm
Steve Tshwete Local Municipality Nkangala Solar,Solar,PV,PP,South Africa,1.4,,2017.0,,,-25.8938,29.6526,,,,,{nan},{'GSPT': {'G100001023972'}},{'GSPT': {'G100001023972'}},1,ppm
Suncentral Solar Farm,Solar,PV,PP,South Africa,342.0,,,,,-30.8538,24.2184,,,,,{nan},{'GSPT': {'G100001022129'}},{'GSPT': {'G100001022129'}},1,ppm
Teraco Solar Farm,Solar,PV,PP,South Africa,120.0,,2026.0,,,-28.4223,26.8287,,,,,{nan},{'GSPT': {'G100001030400'}},{'GSPT': {'G100001030400'}},1,ppm
Thabazimbi Local Municipality Waterberg District Municipality Solar,Solar,PV,PP,South Africa,2.1,,2021.0,,,-24.9073,27.4903,,,,,{nan},{'GSPT': {'G100001024010'}},{'GSPT': {'G100001024010'}},1,ppm
Thabazimbi Local Municipality Waterberg District Municipality Solar,Solar,PV,PP,South Africa,1.1,,2017.0,,,-24.7538,27.352,,,,,{nan},{'GSPT': {'G100001023937'}},{'GSPT': {'G100001023937'}},1,ppm
Thabazimbi Local Municipality Waterberg District Municipality Solar,Solar,PV,PP,South Africa,3.4,,2017.0,,,-24.5379,27.213250000000002,,,,,"{nan, nan}","{'GSPT': {'G100001023952', 'G100001023938'}}","{'GSPT': {'G100001023952', 'G100001023938'}}",1,ppm
Tharisa Pgm Mine Solar Farm,Solar,PV,PP,South Africa,40.0,,,,,-25.7402,27.4931,,,,,{nan},{'GSPT': {'G100000814230'}},{'GSPT': {'G100000814230'}},1,ppm
Thembelihle Local Municipality Pixley Ka Seme District Municipality Solar,Solar,PV,PP,South Africa,2.6,,2021.0,,,-29.551,24.0022,,,,,{nan},{'GSPT': {'G100001023958'}},{'GSPT': {'G100001023958'}},1,ppm
Thembelihle Local Municipality Pixley Ka Seme District Municipality Solar,Solar,PV,PP,South Africa,2.5,,2022.0,,,-29.8051,24.4151,,,,,{nan},{'GSPT': {'G100001023950'}},{'GSPT': {'G100001023950'}},1,ppm
Tokologo Local Municipality Lejweleputswa District Municipality Solar,Solar,PV,PP,South Africa,1.1,,2021.0,,,-27.9337,25.1656,,,,,{nan},{'GSPT': {'G100001023936'}},{'GSPT': {'G100001023936'}},1,ppm
Umjindi Local Municipality Ehlanzeni District Municipality Solar,Solar,PV,PP,South Africa,1.3,,,,,-25.6476,31.2884,,,,,{nan},{'GSPT': {'G100001024011'}},{'GSPT': {'G100001024011'}},1,ppm
Upington Solar Farm,Solar,PV,PP,South Africa,258.0,,2020.0,,,-28.563566666666663,21.075466666666667,,,,,"{nan, nan, nan}","{'GSPT': {'G100000800418', 'G100000800420', 'G100000800419'}}","{'GSPT': {'G100000800418', 'G100000800420', 'G100000800419'}}",1,ppm
Victor Khanye Local Municipality Nkangala Solar,Solar,PV,PP,South Africa,2.7,,2022.0,,,-26.1257,28.6811,,,,,{nan},{'GSPT': {'G100001023976'}},{'GSPT': {'G100001023976'}},1,ppm
Waterloo Solar Farm South Africa,Solar,PV,PP,South Africa,86.0,,2020.0,,,-27.0322,24.7931,,,,,{nan},{'GSPT': {'G100000800424'}},{'GSPT': {'G100000800424'}},1,ppm
Welkom Lejweleputswa District Municipality Solar,Solar,PV,PP,South Africa,18.700000000000003,,2022.0,,,-27.9242,26.6957,,,,,"{nan, nan}","{'GSPT': {'G100001023978', 'G100001023977'}}","{'GSPT': {'G100001023978', 'G100001023977'}}",1,ppm
Witzenberg Local Municipality Cape Winelands District Municipality Solar,Solar,PV,PP,South Africa,1.5,,2022.0,,,-33.1065,19.355,,,,,{nan},{'GSPT': {'G100001023974'}},{'GSPT': {'G100001023974'}},1,ppm
Witzenberg Local Municipality Cape Winelands District Municipality Solar,Solar,PV,PP,South Africa,6.3,,,,,-33.4324,19.23,,,,,{nan},{'GSPT': {'G100001023932'}},{'GSPT': {'G100001023932'}},1,ppm
Witzenberg Local Municipality Cape Winelands District Municipality Solar,Solar,PV,PP,South Africa,2.0,,2020.0,,,-33.2271,19.2364,,,,,{nan},{'GSPT': {'G100001023973'}},{'GSPT': {'G100001023973'}},1,ppm
Zeerust Solar Field,Solar,PV,PP,South Africa,75.0,,2021.0,,,-25.5748,26.0718,,,,,{nan},{'GSPT': {'G100000800434'}},{'GSPT': {'G100000800434'}},1,ppm
Brandvalley Wind Farm,Wind,Onshore,PP,South Africa,144.0,,2025.0,,,-33.0943,20.5792,,,,,{nan},{'GWPT': {'G100000920669'}},{'GWPT': {'G100000920669'}},1,ppm
Castle Wind Farm,Wind,Onshore,PP,South Africa,89.0,,2025.0,,,-30.6515,24.0186,,,,,{nan},{'GWPT': {'G100000927424'}},{'GWPT': {'G100000927424'}},1,ppm
Coleskop Wind Farm,Wind,Onshore,PP,South Africa,140.0,,2025.0,,,-31.4022,24.8035,,,,,{nan},{'GWPT': {'G100000920670'}},{'GWPT': {'G100000920670'}},1,ppm
Copperton Wind Farm,Wind,Onshore,PP,South Africa,102.0,,2021.0,,,-29.9078,22.3391,,,,,{nan},{'GWPT': {'G100000900017'}},{'GWPT': {'G100000900017'}},1,ppm
Excelsior Wind Farm,Wind,Onshore,PP,South Africa,32.0,,2020.0,,,-34.2423,20.2307,,,,,{nan},{'GWPT': {'G100000900210'}},{'GWPT': {'G100000900210'}},1,ppm
Garob Wind Farm,Wind,Onshore,PP,South Africa,145.0,,2018.0,,,-29.959,22.4131,,,,,{nan},{'GWPT': {'G100000900020'}},{'GWPT': {'G100000900020'}},1,ppm
Gibson Bay Wind Farm,Wind,Onshore,PP,South Africa,111.0,,2017.0,,,-34.1286,24.4818,,,,,{nan},{'GWPT': {'G100000900026'}},{'GWPT': {'G100000900026'}},1,ppm
Golden Valley Wind Farm South Africa,Wind,Onshore,PP,South Africa,120.0,,2018.0,,,-32.8875,25.9418,,,,,{nan},{'GWPT': {'G100000900040'}},{'GWPT': {'G100000900040'}},1,ppm
Kangnas Wind Farm,Wind,Onshore,PP,South Africa,140.0,,2020.0,,,-29.6692,17.8962,,,,,{nan},{'GWPT': {'G100000900046'}},{'GWPT': {'G100000900046'}},1,ppm
Karusa Wind Farm,Wind,Onshore,PP,South Africa,140.0,,2022.0,,,-32.8858,20.6567,,,,,{nan},{'GWPT': {'G100000900027'}},{'GWPT': {'G100000900027'}},1,ppm
Longyuan Mulilo De Aar Maanhaarberg Wind Farm,Wind,Onshore,PP,South Africa,235.0,,2017.0,,,-30.7349,23.8665,,,,,"{nan, nan}","{'GWPT': {'G100000900008', 'G100000900009'}}","{'GWPT': {'G100000900008', 'G100000900009'}}",1,ppm
Mpumalanga Coal Mine Wind Farm,Wind,Onshore,PP,South Africa,155.0,,2026.0,,,-26.0855,30.003,,,,,{nan},{'GWPT': {'G100000927427'}},{'GWPT': {'G100000927427'}},1,ppm
Nobelsfontaine Wind Farm,Wind,Onshore,PP,South Africa,74.0,,2014.0,,,-31.7287,23.1841,,,,,{nan},{'GWPT': {'G100000900016'}},{'GWPT': {'G100000900016'}},1,ppm
Nojoli Wind Farm,Wind,Onshore,PP,South Africa,88.0,,2016.0,,,-32.7789,25.9324,,,,,{nan},{'GWPT': {'G100000900023'}},{'GWPT': {'G100000900023'}},1,ppm
Nxuba Wind Farm,Wind,Onshore,PP,South Africa,139.0,,2020.0,,,-32.7407,25.9459,,,,,{nan},{'GWPT': {'G100000900022'}},{'GWPT': {'G100000900022'}},1,ppm
Oyster Bay Wind Farm,Wind,Onshore,PP,South Africa,148.0,,2021.0,,,-34.1115,24.6347,,,,,{nan},{'GWPT': {'G100000900021'}},{'GWPT': {'G100000900021'}},1,ppm
Perdekraal East Wind Farm,Wind,Onshore,PP,South Africa,110.0,,2021.0,,,-33.0561,20.1094,,,,,{nan},{'GWPT': {'G100000900045'}},{'GWPT': {'G100000900045'}},1,ppm
Phezukomoya Wind Farm,Wind,Onshore,PP,South Africa,140.0,,2025.0,,,-31.2525,24.9523,,,,,{nan},{'GWPT': {'G100000920677'}},{'GWPT': {'G100000920677'}},1,ppm
Rietkloof Wind Farm,Wind,Onshore,PP,South Africa,144.0,,2025.0,,,-33.1914,20.5845,,,,,{nan},{'GWPT': {'G100000920678'}},{'GWPT': {'G100000920678'}},1,ppm
Roggeveld Wind Farm,Wind,Onshore,PP,South Africa,147.0,,2022.0,,,-32.6426,20.9174,,,,,{nan},{'GWPT': {'G100000900065'}},{'GWPT': {'G100000900065'}},1,ppm
San Kraal Wind Farm,Wind,Onshore,PP,South Africa,140.0,,2025.0,,,-29.7853,18.4065,,,,,{nan},{'GWPT': {'G100000920680'}},{'GWPT': {'G100000920680'}},1,ppm
Soetwater Wind Farm,Wind,Onshore,PP,South Africa,139.0,,2021.0,,,-32.754,20.6396,,,,,{nan},{'GWPT': {'G100000900024'}},{'GWPT': {'G100000900024'}},1,ppm
Sutherland Wind Farm,Wind,Onshore,PP,South Africa,140.0,,2026.0,,,-32.4111,20.6644,,,,,{nan},{'GWPT': {'G100000920683'}},{'GWPT': {'G100000920683'}},1,ppm
Umoya Energy Wind Farm,Wind,Onshore,PP,South Africa,67.0,,2014.0,,,-33.0928,18.3989,,,,,{nan},{'GWPT': {'G100000920685'}},{'GWPT': {'G100000920685'}},1,ppm
Waaihoek Wind Farm,Wind,Onshore,PP,South Africa,140.0,,2026.0,,,-28.5724,30.1447,,,,,{nan},{'GWPT': {'G100000920687'}},{'GWPT': {'G100000920687'}},1,ppm
Wesley Ciskei Wind Farm,Wind,Onshore,PP,South Africa,34.0,,2021.0,,,-28.8166,24.9916,,,,,{nan},{'GWPT': {'G100000900211'}},{'GWPT': {'G100000900211'}},1,ppm
Wolf Wind Farm,Wind,Onshore,PP,South Africa,84.0,,2025.0,,,-33.1538,25.5536,,,,,{nan},{'GWPT': {'G100000920688'}},{'GWPT': {'G100000920688'}},1,ppm
